Time,function/execution_times.cloud_function.ALIGN_PERCENTILE_99.REDUCE_MEAN.metric.type="cloudfunctions.googleapis.com/function/execution_times" 
Wed Apr 28 2021 10:10:00 GMT-0500 (Central Daylight Time),22049169474.96724
Wed Apr 28 2021 10:11:00 GMT-0500 (Central Daylight Time),22043789702.51604
Wed Apr 28 2021 10:12:00 GMT-0500 (Central Daylight Time),22016108470.133038
Wed Apr 28 2021 10:13:00 GMT-0500 (Central Daylight Time),21938677750.736454
Wed Apr 28 2021 10:14:00 GMT-0500 (Central Daylight Time),21944922664.562008
Wed Apr 28 2021 10:15:00 GMT-0500 (Central Daylight Time),21935720603.898277
Wed Apr 28 2021 10:16:00 GMT-0500 (Central Daylight Time),21920855082.79644
Wed Apr 28 2021 10:17:00 GMT-0500 (Central Daylight Time),21900752895.92915
Wed Apr 28 2021 10:18:00 GMT-0500 (Central Daylight Time),21960307149.235
Wed Apr 28 2021 10:19:00 GMT-0500 (Central Daylight Time),21912984021.788803
Wed Apr 28 2021 10:20:00 GMT-0500 (Central Daylight Time),21937385785.69144
Wed Apr 28 2021 10:21:00 GMT-0500 (Central Daylight Time),21943104033.024006
Wed Apr 28 2021 10:22:00 GMT-0500 (Central Daylight Time),22018800365.270008
Wed Apr 28 2021 10:23:00 GMT-0500 (Central Daylight Time),22101081030.660088
Wed Apr 28 2021 10:24:00 GMT-0500 (Central Daylight Time),22071457754.826576
Wed Apr 28 2021 10:25:00 GMT-0500 (Central Daylight Time),21946137261.40129
Wed Apr 28 2021 10:26:00 GMT-0500 (Central Daylight Time),21995344505.45446
Wed Apr 28 2021 10:27:00 GMT-0500 (Central Daylight Time),21928936712.92474
Wed Apr 28 2021 10:28:00 GMT-0500 (Central Daylight Time),22048347169.84547
Wed Apr 28 2021 10:29:00 GMT-0500 (Central Daylight Time),22085134605.388508
Wed Apr 28 2021 10:30:00 GMT-0500 (Central Daylight Time),22130632549.76726
Wed Apr 28 2021 10:31:00 GMT-0500 (Central Daylight Time),22049686548.123062
Wed Apr 28 2021 10:32:00 GMT-0500 (Central Daylight Time),22023600090.593723
Wed Apr 28 2021 10:33:00 GMT-0500 (Central Daylight Time),22109688006.709045
Wed Apr 28 2021 10:34:00 GMT-0500 (Central Daylight Time),21995580157.254803
Wed Apr 28 2021 10:35:00 GMT-0500 (Central Daylight Time),21914650966.743954
Wed Apr 28 2021 10:36:00 GMT-0500 (Central Daylight Time),21916729139.903942
Wed Apr 28 2021 10:37:00 GMT-0500 (Central Daylight Time),21891715586.793865
Wed Apr 28 2021 10:38:00 GMT-0500 (Central Daylight Time),21984478146.10635
Wed Apr 28 2021 10:39:00 GMT-0500 (Central Daylight Time),21934802471.686577
Wed Apr 28 2021 10:40:00 GMT-0500 (Central Daylight Time),21903292411.822876
Wed Apr 28 2021 10:41:00 GMT-0500 (Central Daylight Time),21897428565.122112
Wed Apr 28 2021 10:42:00 GMT-0500 (Central Daylight Time),21896838563.34312
Wed Apr 28 2021 10:43:00 GMT-0500 (Central Daylight Time),21895728364.007313
Wed Apr 28 2021 10:44:00 GMT-0500 (Central Daylight Time),21900652402.708393
Wed Apr 28 2021 10:45:00 GMT-0500 (Central Daylight Time),21986823128.70146
Wed Apr 28 2021 10:46:00 GMT-0500 (Central Daylight Time),22051637138.28732
Wed Apr 28 2021 10:47:00 GMT-0500 (Central Daylight Time),22224435855.75707
Wed Apr 28 2021 10:48:00 GMT-0500 (Central Daylight Time),22230243134.010616
Wed Apr 28 2021 10:49:00 GMT-0500 (Central Daylight Time),22245833899.332237
Wed Apr 28 2021 10:50:00 GMT-0500 (Central Daylight Time),22273197317.1508
Wed Apr 28 2021 10:51:00 GMT-0500 (Central Daylight Time),22261822916.94488
Wed Apr 28 2021 10:52:00 GMT-0500 (Central Daylight Time),22249124560.661106
Wed Apr 28 2021 10:53:00 GMT-0500 (Central Daylight Time),22256144670.077946
Wed Apr 28 2021 10:54:00 GMT-0500 (Central Daylight Time),22262429434.278404
Wed Apr 28 2021 10:55:00 GMT-0500 (Central Daylight Time),22034408041.6897
Wed Apr 28 2021 10:56:00 GMT-0500 (Central Daylight Time),22253545797.260426
Wed Apr 28 2021 10:57:00 GMT-0500 (Central Daylight Time),22250500541.253685
Wed Apr 28 2021 10:58:00 GMT-0500 (Central Daylight Time),22244563790.67683
Wed Apr 28 2021 10:59:00 GMT-0500 (Central Daylight Time),22217024417.64695
Wed Apr 28 2021 11:00:00 GMT-0500 (Central Daylight Time),21916240833.69545
Wed Apr 28 2021 11:01:00 GMT-0500 (Central Daylight Time),22230321726.047077
Wed Apr 28 2021 11:02:00 GMT-0500 (Central Daylight Time),21939562602.22685
Wed Apr 28 2021 11:03:00 GMT-0500 (Central Daylight Time),21940196610.715996
Wed Apr 28 2021 11:04:00 GMT-0500 (Central Daylight Time),22223610546.933025
Wed Apr 28 2021 11:05:00 GMT-0500 (Central Daylight Time),21893096211.20512
Wed Apr 28 2021 11:06:00 GMT-0500 (Central Daylight Time),21897579820.351196
Wed Apr 28 2021 11:07:00 GMT-0500 (Central Daylight Time),21951331820.539776
Wed Apr 28 2021 11:08:00 GMT-0500 (Central Daylight Time),22026651306.748905
Wed Apr 28 2021 11:09:00 GMT-0500 (Central Daylight Time),22222677111.62466
Wed Apr 28 2021 11:10:00 GMT-0500 (Central Daylight Time),22251060048.186993
Wed Apr 28 2021 11:11:00 GMT-0500 (Central Daylight Time),22261290270.74858
Wed Apr 28 2021 11:12:00 GMT-0500 (Central Daylight Time),22231528374.891956
Wed Apr 28 2021 11:13:00 GMT-0500 (Central Daylight Time),22230888221.466343
Wed Apr 28 2021 11:14:00 GMT-0500 (Central Daylight Time),22201727042.924828
Wed Apr 28 2021 11:15:00 GMT-0500 (Central Daylight Time),22228842776.510563
Wed Apr 28 2021 11:16:00 GMT-0500 (Central Daylight Time),22225859462.993496
Wed Apr 28 2021 11:17:00 GMT-0500 (Central Daylight Time),22224212229.05112
Wed Apr 28 2021 11:18:00 GMT-0500 (Central Daylight Time),22223399451.328335
Wed Apr 28 2021 11:19:00 GMT-0500 (Central Daylight Time),22238158337.232685
Wed Apr 28 2021 11:20:00 GMT-0500 (Central Daylight Time),22263078491.859173
Wed Apr 28 2021 11:21:00 GMT-0500 (Central Daylight Time),22226984180.906708
Wed Apr 28 2021 11:22:00 GMT-0500 (Central Daylight Time),21906093019.995716
Wed Apr 28 2021 11:23:00 GMT-0500 (Central Daylight Time),22220953026.875465
Wed Apr 28 2021 11:24:00 GMT-0500 (Central Daylight Time),22295902363.314526
Wed Apr 28 2021 11:25:00 GMT-0500 (Central Daylight Time),22180225650.5448
Wed Apr 28 2021 11:26:00 GMT-0500 (Central Daylight Time),22238548639.566822
Wed Apr 28 2021 11:27:00 GMT-0500 (Central Daylight Time),22233841106.463154
Wed Apr 28 2021 11:28:00 GMT-0500 (Central Daylight Time),22235344090.44007
Wed Apr 28 2021 11:29:00 GMT-0500 (Central Daylight Time),21919243912.81166
Wed Apr 28 2021 11:30:00 GMT-0500 (Central Daylight Time),22212043299.161236
Wed Apr 28 2021 11:31:00 GMT-0500 (Central Daylight Time),22223477963.76341
Wed Apr 28 2021 11:32:00 GMT-0500 (Central Daylight Time),22255624793.87615
Wed Apr 28 2021 11:33:00 GMT-0500 (Central Daylight Time),22259260950.485737
Wed Apr 28 2021 11:34:00 GMT-0500 (Central Daylight Time),22199903462.113842
Wed Apr 28 2021 11:35:00 GMT-0500 (Central Daylight Time),21921033897.095196
Wed Apr 28 2021 11:36:00 GMT-0500 (Central Daylight Time),21899455804.476105
Wed Apr 28 2021 11:37:00 GMT-0500 (Central Daylight Time),22192469964.38818
Wed Apr 28 2021 11:38:00 GMT-0500 (Central Daylight Time),21895715100.579304
Wed Apr 28 2021 11:39:00 GMT-0500 (Central Daylight Time),21929007639.511566
Wed Apr 28 2021 11:40:00 GMT-0500 (Central Daylight Time),21920923366.921112
Wed Apr 28 2021 11:41:00 GMT-0500 (Central Daylight Time),21928775958.592663
Wed Apr 28 2021 11:42:00 GMT-0500 (Central Daylight Time),21896742804.19905
Wed Apr 28 2021 11:43:00 GMT-0500 (Central Daylight Time),21924997203.526333
Wed Apr 28 2021 11:44:00 GMT-0500 (Central Daylight Time),21968995158.45904
Wed Apr 28 2021 11:45:00 GMT-0500 (Central Daylight Time),21971210223.168945
Wed Apr 28 2021 11:46:00 GMT-0500 (Central Daylight Time),22008153280.740902
Wed Apr 28 2021 11:47:00 GMT-0500 (Central Daylight Time),21951732512.098026
Wed Apr 28 2021 11:48:00 GMT-0500 (Central Daylight Time),21926241346.521908
Wed Apr 28 2021 11:49:00 GMT-0500 (Central Daylight Time),21996311283.694103
Wed Apr 28 2021 11:50:00 GMT-0500 (Central Daylight Time),22019345519.89165
Wed Apr 28 2021 11:51:00 GMT-0500 (Central Daylight Time),21975721035.486988
Wed Apr 28 2021 11:52:00 GMT-0500 (Central Daylight Time),21931670105.588535
Wed Apr 28 2021 11:53:00 GMT-0500 (Central Daylight Time),21974571055.351868
Wed Apr 28 2021 11:54:00 GMT-0500 (Central Daylight Time),21916214237.279785
Wed Apr 28 2021 11:55:00 GMT-0500 (Central Daylight Time),21897295395.437588
Wed Apr 28 2021 11:56:00 GMT-0500 (Central Daylight Time),21887774083.021442
Wed Apr 28 2021 11:57:00 GMT-0500 (Central Daylight Time),21933907905.798283
Wed Apr 28 2021 11:58:00 GMT-0500 (Central Daylight Time),21968049543.544445
Wed Apr 28 2021 11:59:00 GMT-0500 (Central Daylight Time),21961886401.431473
Wed Apr 28 2021 12:00:00 GMT-0500 (Central Daylight Time),22213877900.420055
Wed Apr 28 2021 12:01:00 GMT-0500 (Central Daylight Time),22227823252.02463
Wed Apr 28 2021 12:02:00 GMT-0500 (Central Daylight Time),22233225250.03416
Wed Apr 28 2021 12:03:00 GMT-0500 (Central Daylight Time),22229138780.1768
Wed Apr 28 2021 12:04:00 GMT-0500 (Central Daylight Time),22107193225.187954
Wed Apr 28 2021 12:05:00 GMT-0500 (Central Daylight Time),22221943839.19936
Wed Apr 28 2021 12:06:00 GMT-0500 (Central Daylight Time),22212550682.91225
Wed Apr 28 2021 12:07:00 GMT-0500 (Central Daylight Time),22194266209.491043
Wed Apr 28 2021 12:08:00 GMT-0500 (Central Daylight Time),22231962379.680737
Wed Apr 28 2021 12:09:00 GMT-0500 (Central Daylight Time),22195668644.049374
Wed Apr 28 2021 12:10:00 GMT-0500 (Central Daylight Time),22223051963.187534
Wed Apr 28 2021 12:11:00 GMT-0500 (Central Daylight Time),22238572414.0825
Wed Apr 28 2021 12:12:00 GMT-0500 (Central Daylight Time),22237661805.666706
Wed Apr 28 2021 12:13:00 GMT-0500 (Central Daylight Time),22201626506.54147
Wed Apr 28 2021 12:14:00 GMT-0500 (Central Daylight Time),21884819561.895203
Wed Apr 28 2021 12:15:00 GMT-0500 (Central Daylight Time),22212190552.21693
Wed Apr 28 2021 12:16:00 GMT-0500 (Central Daylight Time),21920309880.057995
Wed Apr 28 2021 12:17:00 GMT-0500 (Central Daylight Time),22219033800.81854
Wed Apr 28 2021 12:18:00 GMT-0500 (Central Daylight Time),22198176902.187225
Wed Apr 28 2021 12:19:00 GMT-0500 (Central Daylight Time),22208881420.318157
Wed Apr 28 2021 12:20:00 GMT-0500 (Central Daylight Time),22228065646.597267
Wed Apr 28 2021 12:21:00 GMT-0500 (Central Daylight Time),21990301839.93191
Wed Apr 28 2021 12:22:00 GMT-0500 (Central Daylight Time),22001853457.055027
Wed Apr 28 2021 12:23:00 GMT-0500 (Central Daylight Time),22017286502.453316
Wed Apr 28 2021 12:24:00 GMT-0500 (Central Daylight Time),21885879107.757122
Wed Apr 28 2021 12:25:00 GMT-0500 (Central Daylight Time),22029724725.826286
Wed Apr 28 2021 12:26:00 GMT-0500 (Central Daylight Time),22177195243.713535
Wed Apr 28 2021 12:27:00 GMT-0500 (Central Daylight Time),22203610738.681206
Wed Apr 28 2021 12:28:00 GMT-0500 (Central Daylight Time),22237422753.918056
Wed Apr 28 2021 12:29:00 GMT-0500 (Central Daylight Time),22222739277.80611
Wed Apr 28 2021 12:30:00 GMT-0500 (Central Daylight Time),22228270010.475143
Wed Apr 28 2021 12:31:00 GMT-0500 (Central Daylight Time),22256214752.66284
